,t,o,h,l,c,v
491,1527390000,7298.3,7300.0,7266.0,7295.0,483.2807
492,1527393600,7292.2,7312.1,7280.0,7302.8,297.9152
493,1527397200,7303.0,7303.0,7252.1,7276.0,439.1215
494,1527400800,7276.0,7300.1,7270.0,7286.6,523.2402
495,1527404400,7286.6,7345.0,7268.5,7311.2,748.0554999999999
496,1527408000,7311.1,7327.1,7211.1,7288.0,2701.924
497,1527411600,7288.0,7324.7,7287.1,7314.5,480.11289999999997
498,1527415200,7314.5,7387.7,7310.75,7324.9,1215.4114
499,1527418800,7324.8,7342.6,7284.7,7333.1,351.0615
500,1527422400,7333.03,7333.1,7288.0,7301.5,316.1787
501,1527426000,7301.4,7305.73,7270.5,7296.3,340.22090000000003
502,1527429600,7296.3,7355.0,7277.1,7335.0,575.4312
503,1527433200,7336.1,7359.1,7316.9,7328.4,367.308
504,1527436800,7328.4,7353.3,7317.7,7343.7,561.9516
505,1527440400,7342.3,7356.8,7323.7,7350.1,235.6754
506,1527444000,7350.0,7425.4,7262.5,7278.1,2082.7019999999998
507,1527447600,7280.3,7302.5,7270.3,7301.0,232.8656
508,1527451200,7300.3,7329.4,7295.1,7311.0,385.97319999999996
509,1527454800,7315.0,7334.3,7299.9,7330.0,267.55649999999997
510,1527458400,7329.1,7337.0,7318.9,7332.4,245.13178
511,1527462000,7332.3,7373.99,7323.6,7339.7,313.6166
512,1527465600,7339.6,7370.0,7339.6,7342.9,691.7995000000001
513,1527469200,7342.9,7399.2,7290.6,7365.7,1581.9957
514,1527472800,7365.6,7370.7,7347.1,7356.0,140.2894
515,1527476400,7356.0,7437.7,7355.2,7374.2,763.4752000000001
516,1527480000,7375.4,7378.5,7288.5,7317.6,1174.999
517,1527483600,7317.6,7335.0,7142.0,7170.0,6371.373
518,1527487200,7169.9,7220.0,7151.2,7195.0,2198.299
519,1527490800,7194.0,7242.0,7186.4,7217.0,1074.3595
520,1527494400,7217.0,7220.0,7193.9,7211.3,661.0871
521,1527498000,7211.3,7230.0,7188.49,7192.8,1043.104
522,1527501600,7192.8,7221.9,7190.0,7213.1,413.7516
523,1527505200,7213.1,7222.1,7188.5,7199.0,588.319
524,1527508800,7199.0,7311.6,7168.4,7279.0,1706.583
525,1527512400,7276.3,7278.3,7247.3,7263.0,317.3973
526,1527516000,7257.9,7274.3,7229.4,7243.0,384.5896
527,1527519600,7243.0,7261.05,7194.6,7225.8,514.0779
528,1527523200,7223.3,7234.5,7188.2,7204.9,451.4759
529,1527526800,7205.0,7229.0,7183.3,7228.9,296.442
530,1527530400,7229.0,7240.1,7201.8,7201.8,310.5072
531,1527534000,7201.6,7259.0,7199.4,7224.0,486.2725
532,1527537600,7224.0,7246.0,7194.6,7209.5,411.93320000000006
533,1527541200,7209.5,7209.6,7114.9,7150.5,2241.973
534,1527544800,7151.9,7153.8,7062.3,7131.99,1968.606
535,1527548400,7131.99,7132.9,7082.4,7097.9,885.1557
536,1527552000,7097.8,7131.0,7097.8,7115.1,592.2091
537,1527555600,7115.1,7120.8,7040.0,7113.0,1190.911
538,1527559200,7112.7,7112.7,7070.0,7104.6,583.4524
539,1527562800,7104.6,7133.4,7098.5,7117.2,334.2505
540,1527566400,7117.2,7130.1,7105.9,7123.0,242.1968
541,1527570000,7123.1,7123.1,7051.0,7100.1,2097.025
542,1527573600,7100.2,7110.8,7081.5,7089.5,922.6389999999999
543,1527577200,7089.5,7161.2,7089.4,7145.0,1653.8959
544,1527580800,7145.0,7145.0,7099.9,7116.9,717.9456
545,1527584400,7116.9,7124.0,7095.0,7122.6,523.0858999999999
546,1527588000,7122.6,7196.3,7116.0,7175.8,1907.16
547,1527591600,7178.9,7496.51,7178.8,7390.7,6716.4580000000005
548,1527595200,7390.7,7441.7,7382.6,7403.7,1428.1019999999999
549,1527598800,7403.7,7472.3,7402.5,7446.6,1398.963
550,1527602400,7446.7,7473.0,7397.1,7418.8,633.796
551,1527606000,7419.85,7433.9,7392.4,7424.9,677.512
552,1527609600,7424.9,7451.3,7417.9,7422.9,631.2035999999999
553,1527613200,7422.9,7511.9,7408.2,7505.3,937.0329999999999
554,1527616800,7505.4,7536.0,7435.0,7450.2,1837.9209999999998
555,1527620400,7450.7,7470.0,7445.3,7469.9,346.20329999999996
556,1527624000,7470.0,7531.2,7464.0,7494.3,570.8576
557,1527627600,7494.3,7504.2,7470.8,7491.0,294.97040000000004
558,1527631200,7491.6,7494.5,7396.1,7421.8,1172.343
559,1527634800,7421.8,7471.2,7399.9,7465.2,488.73019999999997
560,1527638400,7465.3,7515.0,7441.9,7482.8,494.0399
561,1527642000,7482.9,7560.0,7482.9,7507.8,1086.294
562,1527645600,7507.9,7549.9,7497.5,7505.0,814.6837
563,1527649200,7504.9,7505.2,7470.7,7487.0,506.765
564,1527652800,7487.0,7507.4,7459.0,7483.3,238.6063
565,1527656400,7483.4,7514.2,7483.3,7499.22,195.6013
566,1527660000,7499.4,7552.0,7435.0,7459.1,1767.1788
567,1527663600,7459.0,7497.2,7448.0,7486.3,370.8464
568,1527667200,7486.3,7490.0,7451.0,7476.0,403.06739999999996
569,1527670800,7476.1,7513.5,7462.2,7495.28,496.42920000000004
570,1527674400,7495.28,7515.0,7470.3,7498.0,645.5174000000001
571,1527678000,7498.3,7550.0,7488.1,7508.1,1260.104
572,1527681600,7508.1,7539.8,7500.0,7519.0,922.8409999999999
573,1527685200,7519.0,7520.1,7495.0,7508.3,1100.141
574,1527688800,7506.5,7508.5,7362.5,7386.7,4049.362
575,1527692400,7386.7,7386.7,7312.7,7330.0,2316.77
576,1527696000,7329.9,7352.5,7270.5,7300.9,1683.8909999999998
577,1527699600,7304.0,7324.1,7287.0,7319.0,611.2474000000001
578,1527703200,7319.0,7321.1,7284.4,7297.8,610.497
579,1527706800,7297.9,7319.9,7279.0,7311.6,453.5477
580,1527710400,7311.6,7346.0,7309.1,7338.5,613.5343999999999
581,1527714000,7338.6,7345.0,7324.7,7335.3,228.37290000000002
582,1527717600,7335.3,7355.3,7330.0,7350.0,350.4647
583,1527721200,7350.1,7395.5,7350.0,7375.12,863.3241
584,1527724800,7375.2,7375.2,7342.4,7369.2,366.2278
585,1527728400,7369.26,7369.3,7338.0,7347.9,264.29650000000004
586,1527732000,7347.9,7351.2,7340.0,7341.0,135.4215
587,1527735600,7341.0,7374.9,7341.0,7364.7,344.0734
588,1527739200,7364.9,7499.1,7360.5,7489.1,1591.1838
589,1527742800,7489.1,7518.0,7473.3,7497.2,792.7120000000001
590,1527746400,7497.9,7599.7,7488.2,7570.2,1959.44
591,1527750000,7572.98,7593.0,7557.1,7565.7,563.4586
592,1527753600,7565.7,7575.2,7503.0,7544.5,711.1763000000001
593,1527757200,7544.4,7565.8,7524.7,7536.8,797.268
594,1527760800,7536.7,7546.9,7487.7,7541.6,954.6128999999999
595,1527764400,7541.5,7560.7,7526.9,7537.4,387.1102
596,1527768000,7537.6,7575.0,7532.9,7543.1,627.5845
597,1527771600,7543.1,7545.4,7501.0,7538.6,930.6660999999999
598,1527775200,7538.5,7560.9,7527.0,7545.5,355.6557
599,1527778800,7548.8,7584.8,7537.7,7557.3,944.318
600,1527782400,7557.3,7559.7,7536.4,7547.5,411.7355
601,1527786000,7547.5,7599.7,7547.4,7580.6,1073.3847
602,1527789600,7580.7,7590.9,7560.0,7560.0,431.331
603,1527793200,7560.0,7566.0,7535.2,7538.1,430.69199999999995
604,1527796800,7538.0,7562.1,7518.76,7535.6,874.7237
605,1527800400,7535.7,7562.1,7524.3,7541.5,722.0412000000001
606,1527804000,7542.7,7544.7,7413.84,7440.0,3233.782
607,1527807600,7439.9,7490.0,7439.9,7485.8,562.0205
608,1527811200,7485.9,7525.0,7481.9,7505.2,612.5847
609,1527814800,7505.2,7505.2,7475.0,7483.3,267.93890000000005
610,1527818400,7483.2,7520.0,7483.1,7489.0,662.3808
611,1527822000,7489.0,7499.1,7439.9,7485.9,768.4597
612,1527825600,7485.9,7485.9,7458.2,7480.5,405.4065999999999
613,1527829200,7480.8,7493.6,7478.9,7487.0,415.14590000000004
614,1527832800,7487.0,7574.0,7486.1,7540.0,1121.1629
615,1527836400,7540.0,7599.8,7539.9,7578.4,2212.341
616,1527840000,7577.0,7599.8,7556.2,7596.8,667.2819999999999
617,1527843600,7596.5,7597.0,7526.0,7527.1,585.9999
618,1527847200,7528.7,7548.7,7515.5,7542.43,517.4477
619,1527850800,7542.4,7562.0,7329.19,7345.8,3268.0847
620,1527854400,7345.8,7416.0,7344.2,7407.1,1694.466
621,1527858000,7407.0,7424.1,7394.8,7416.1,542.564
622,1527861600,7417.9,7438.6,7408.0,7420.2,945.6220000000001
623,1527865200,7420.3,7450.5,7394.0,7439.4,899.6949999999999
624,1527868800,7439.3,7452.2,7410.0,7443.0,521.5318
625,1527872400,7442.93,7447.05,7400.0,7419.9,517.7181
626,1527876000,7419.9,7423.1,7390.0,7401.2,449.5051
627,1527879600,7400.4,7455.0,7399.6,7439.4,392.6151
628,1527883200,7439.7,7447.9,7405.0,7442.4,285.114
629,1527886800,7442.5,7454.1,7427.5,7438.0,246.4624
630,1527890400,7437.9,7524.46,7437.9,7510.58,740.4288
631,1527894000,7510.5,7542.7,7507.1,7521.0,301.16370000000006
632,1527897600,7521.1,7533.6,7441.5,7470.8,509.82180000000005
633,1527901200,7470.5,7499.3,7465.7,7490.0,160.0622
634,1527904800,7490.0,7508.5,7485.5,7492.3,145.54447
635,1527908400,7492.3,7518.0,7484.1,7492.2,174.3391
636,1527912000,7492.2,7502.2,7480.0,7488.5,104.41300000000001
637,1527915600,7488.9,7535.8,7488.4,7527.3,594.5853
638,1527919200,7527.4,7684.0,7460.5,7657.3,3835.0679
639,1527922800,7655.4,7689.9,7631.7,7647.07,1520.029
640,1527926400,7647.07,7697.0,7646.4,7654.07,1050.657
641,1527930000,7653.4,7684.0,7620.0,7666.2,773.8367000000001
642,1527933600,7666.1,7682.2,7642.5,7651.0,643.5196000000001
643,1527937200,7651.1,7655.0,7615.6,7647.8,541.0222
644,1527940800,7647.8,7648.2,7624.3,7639.6,347.14209999999997
645,1527944400,7639.6,7655.0,7625.0,7632.9,236.97480000000002
646,1527948000,7633.0,7647.7,7618.1,7647.6,382.23
647,1527951600,7647.6,7698.8,7590.0,7621.8,1438.7822999999999
648,1527955200,7621.8,7641.1,7597.3,7631.1,661.3728000000001
649,1527958800,7631.1,7669.1,7623.5,7633.9,839.1811
650,1527962400,7633.9,7668.2,7631.2,7653.3,856.0142
651,1527966000,7653.4,7680.5,7651.7,7661.8,982.611
652,1527969600,7661.8,7668.24,7608.0,7619.7,700.8063999999999
653,1527973200,7620.1,7650.0,7620.0,7632.1,516.573
654,1527976800,7632.0,7632.2,7614.5,7630.6,253.3623
655,1527980400,7630.6,7646.4,7630.5,7638.1,95.66499999999999
656,1527984000,7638.0,7662.2,7632.2,7650.1,145.6763
657,1527987600,7650.1,7668.07,7633.9,7644.0,561.2853
658,1527991200,7644.0,7644.0,7600.0,7643.8,519.6296
659,1527994800,7643.9,7647.5,7624.2,7643.0,190.0165
660,1527998400,7643.9,7653.2,7628.0,7645.4,138.5839
661,1528002000,7645.4,7656.2,7645.4,7649.3,171.3525
662,1528005600,7645.0,7779.0,7639.3,7723.0,2714.9126
663,1528009200,7723.1,7733.8,7713.7,7716.5,409.80719999999997
664,1528012800,7716.5,7770.9,7701.5,7740.0,1397.9338
665,1528016400,7740.0,7748.9,7723.7,7742.2,437.9162
666,1528020000,7743.2,7743.7,7684.3,7699.8,669.9739999999999
667,1528023600,7699.7,7719.7,7698.8,7708.2,436.7075
668,1528027200,7708.3,7719.0,7691.8,7712.6,533.5873
669,1528030800,7712.6,7739.9,7708.5,7715.0,600.7548999999999
670,1528034400,7715.0,7719.4,7680.9,7712.3,554.4028999999999
671,1528038000,7712.1,7728.7,7704.2,7719.1,176.56555
672,1528041600,7719.2,7729.9,7691.0,7704.0,608.1096
673,1528045200,7704.0,7704.1,7664.7,7699.0,940.4961999999999
674,1528048800,7699.0,7704.7,7677.7,7686.6,288.5804
675,1528052400,7686.5,7724.1,7630.0,7710.1,972.1613
676,1528056000,7710.0,7738.9,7700.3,7724.1,400.3717
677,1528059600,7724.1,7724.2,7689.3,7696.0,135.7326
678,1528063200,7695.9,7715.0,7692.9,7715.0,340.39394
679,1528066800,7714.9,7718.3,7691.1,7718.0,451.16909999999996
680,1528070400,7718.1,7764.0,7716.4,7716.7,918.2758000000001
681,1528074000,7716.7,7718.0,7667.3,7705.8,397.2034
682,1528077600,7705.7,7705.8,7680.2,7687.0,218.6287
683,1528081200,7687.0,7706.0,7686.3,7696.4,180.32670000000002
684,1528084800,7696.3,7706.0,7696.3,7702.5,159.30167
685,1528088400,7702.5,7702.5,7615.7,7663.7,1391.4749
686,1528092000,7663.7,7666.7,7548.9,7576.3,3055.993
687,1528095600,7576.3,7627.3,7574.8,7608.0,650.5557000000001
688,1528099200,7607.9,7612.8,7580.0,7602.0,496.0709
689,1528102800,7602.0,7619.2,7580.1,7617.4,689.3524
690,1528106400,7617.4,7620.0,7589.7,7596.9,358.2368
691,1528110000,7596.9,7597.0,7485.0,7514.0,2777.909
692,1528113600,7514.1,7540.0,7504.7,7531.1,772.4489
693,1528117200,7531.1,7531.2,7495.5,7507.0,382.5165
694,1528120800,7507.0,7507.8,7465.2,7484.3,1331.5414
695,1528124400,7484.3,7511.0,7482.7,7503.78,495.69280000000003
696,1528128000,7503.78,7509.7,7477.6,7486.2,214.3847
697,1528131600,7486.2,7492.1,7451.1,7475.9,627.7271000000001
698,1528135200,7475.9,7495.0,7462.9,7495.0,442.1479
699,1528138800,7494.9,7511.8,7486.9,7492.9,567.2569000000001
700,1528142400,7492.7,7519.0,7490.7,7519.0,404.3355
701,1528146000,7519.0,7538.0,7518.9,7533.0,583.7288
702,1528149600,7532.9,7533.0,7502.8,7502.9,351.73440000000005
703,1528153200,7502.9,7502.9,7458.48,7488.3,665.8326999999999
704,1528156800,7488.4,7504.7,7483.4,7495.9,237.22519999999997
705,1528160400,7493.8,7505.3,7469.5,7488.4,189.19210000000004
706,1528164000,7485.0,7490.6,7400.4,7407.3,1759.81
707,1528167600,7407.3,7430.0,7390.0,7412.0,592.4668
708,1528171200,7412.1,7430.7,7372.0,7382.7,786.2776
709,1528174800,7382.7,7435.8,7372.0,7427.9,506.6831
710,1528178400,7427.8,7450.2,7410.0,7432.0,689.3620000000001
711,1528182000,7430.3,7430.3,7390.0,7411.6,700.613
712,1528185600,7411.4,7469.6,7411.3,7454.7,722.7889
713,1528189200,7454.6,7454.6,7421.32,7423.9,520.9235
714,1528192800,7424.9,7435.0,7421.4,7432.9,222.6249
715,1528196400,7432.9,7433.0,7432.9,7433.0,2.46
716,1528200000,7433.0,7433.0,7405.6,7412.7,307.4672
717,1528203600,7410.0,7423.8,7404.7,7419.2,135.3643
718,1528207200,7419.2,7419.3,7417.7,7417.7,43.2253
719,1528210800,7417.7,7583.0,7410.5,7580.9,2050.1549999999997
720,1528214400,7582.6,7599.7,7544.2,7565.9,1262.069
721,1528218000,7565.9,7675.0,7564.7,7617.2,1953.672
722,1528221600,7617.1,7647.1,7613.0,7620.3,626.8290000000001
723,1528225200,7620.3,7633.6,7615.0,7623.1,328.2151
724,1528228800,7623.1,7646.6,7614.7,7628.5,308.6499
725,1528232400,7629.8,7630.6,7550.2,7596.1,2336.0499
726,1528236000,7596.2,7627.9,7596.1,7627.9,230.84910000000002
727,1528239600,7627.9,7631.0,7609.0,7621.9,228.5922
728,1528243200,7622.2,7638.7,7607.5,7611.8,479.89379999999994
729,1528246800,7611.8,7643.3,7596.0,7640.0,872.5909999999999
730,1528250400,7640.1,7641.0,7600.7,7620.0,401.8146
731,1528254000,7620.0,7634.7,7607.8,7607.8,273.15340000000003
732,1528257600,7607.9,7615.0,7596.0,7596.1,244.1156
733,1528261200,7596.0,7610.5,7566.1,7608.1,442.7011
734,1528264800,7608.0,7648.47,7608.0,7632.3,654.1449
735,1528268400,7632.4,7698.0,7600.0,7625.0,1260.7607
736,1528272000,7625.0,7630.1,7568.7,7622.0,1119.4691000000003
737,1528275600,7622.0,7625.1,7584.4,7600.0,477.0925
738,1528279200,7600.0,7612.3,7590.0,7606.5,247.18580000000003
739,1528282800,7606.4,7634.7,7606.4,7612.8,570.844
740,1528286400,7612.9,7677.6,7601.9,7657.4,635.3538
741,1528290000,7657.4,7657.7,7628.8,7629.8,472.361
742,1528293600,7629.8,7643.0,7615.0,7624.9,401.14919999999995
743,1528297200,7626.18,7690.0,7623.3,7654.3,734.5223000000001
744,1528300800,7654.3,7666.0,7500.4,7520.8,1829.7677
745,1528304400,7520.8,7531.0,7511.6,7525.1,419.9093
746,1528308000,7525.0,7525.0,7491.7,7517.5,1490.0480000000002
747,1528311600,7517.6,7533.4,7516.4,7528.9,317.7446
748,1528315200,7528.9,7654.0,7515.0,7612.57,2145.5026
749,1528318800,7614.9,7700.0,7524.1,7664.3,2216.7471
750,1528322400,7664.7,7677.5,7644.0,7658.6,322.4948
751,1528326000,7658.5,7662.0,7642.0,7654.0,240.397
752,1528329600,7654.0,7740.0,7653.9,7730.0,1169.1315
753,1528333200,7729.99,7756.3,7706.9,7722.8,1218.5480000000002
754,1528336800,7722.9,7756.0,7711.0,7711.9,624.8319
755,1528340400,7712.4,7749.6,7701.0,7730.3,840.6568
756,1528344000,7730.3,7730.4,7700.0,7708.9,459.9086
757,1528347600,7708.8,7713.6,7702.0,7707.7,262.0126
758,1528351200,7707.8,7710.0,7674.0,7709.7,386.39369999999997
759,1528354800,7709.7,7715.0,7703.0,7704.1,212.63389999999998
760,1528358400,7704.2,7735.9,7688.0,7697.3,508.4652
761,1528362000,7697.3,7709.0,7680.0,7706.5,315.89930000000004
762,1528365600,7706.6,7710.0,7680.0,7698.4,170.08980000000003
763,1528369200,7697.2,7703.5,7682.7,7698.2,232.51100000000002
764,1528372800,7698.1,7726.0,7693.4,7707.51,315.68589999999995
765,1528376400,7707.8,7715.0,7692.3,7702.5,206.8335
766,1528380000,7702.6,7711.8,7651.0,7695.0,632.5326
767,1528383600,7695.0,7706.2,7662.5,7693.3,505.5114
768,1528387200,7695.1,7720.3,7682.7,7720.3,488.9234
769,1528390800,7720.3,7752.8,7652.7,7694.2,884.4907999999999
770,1528394400,7694.29,7711.5,7690.0,7691.6,88.8171
771,1528398000,7692.0,7704.2,7690.0,7698.0,139.50990000000002
772,1528401600,7696.0,7699.6,7624.7,7661.6,780.6893
773,1528405200,7664.0,7671.83,7654.0,7664.9,246.92849999999999
774,1528408800,7664.1,7666.8,7649.2,7656.8,121.40874
775,1528412400,7656.9,7691.8,7651.0,7688.9,225.09259999999998
776,1528416000,7689.0,7697.0,7678.2,7697.0,151.8119
777,1528419600,7695.5,7696.5,7675.0,7679.0,125.75969999999998
778,1528423200,7679.7,7682.9,7645.1,7660.2,859.9857000000001
779,1528426800,7660.2,7661.6,7635.1,7635.6,338.3763
780,1528430400,7635.7,7651.9,7597.1,7634.8,935.617
781,1528434000,7634.8,7641.7,7627.3,7634.5,226.1051
782,1528437600,7632.04,7649.5,7632.04,7649.0,178.13599999999997
783,1528441200,7649.1,7658.0,7629.3,7629.8,378.4082
784,1528444800,7629.8,7632.4,7600.0,7629.9,736.8322
785,1528448400,7629.8,7634.5,7624.5,7625.6,312.0675
786,1528452000,7625.0,7626.0,7558.1,7570.5,1015.3449999999999
787,1528455600,7570.39,7590.7,7543.6,7563.4,782.537
788,1528459200,7563.3,7573.4,7545.0,7559.2,503.95349999999996
789,1528462800,7559.3,7588.4,7556.7,7582.0,539.8899
790,1528466400,7581.9,7592.5,7567.0,7587.5,313.4407
791,1528470000,7587.6,7647.2,7550.0,7636.5,2529.9458
792,1528473600,7636.4,7663.7,7626.3,7652.0,708.7475999999999
793,1528477200,7652.0,7657.4,7647.6,7656.7,142.3712
794,1528480800,7656.7,7656.7,7640.3,7646.0,168.6888
795,1528484400,7646.0,7646.1,7633.0,7642.0,92.4388
796,1528488000,7641.9,7654.7,7637.5,7649.28,195.7369
797,1528491600,7649.3,7656.8,7642.4,7654.2,90.0496
798,1528495200,7656.3,7663.0,7620.0,7642.3,683.1471999999999
799,1528498800,7642.4,7642.6,7609.2,7615.1,189.25330000000002
800,1528502400,7615.2,7636.0,7615.1,7634.0,207.9792
801,1528506000,7634.03,7660.0,7630.0,7660.0,224.36950000000002
802,1528509600,7659.96,7685.0,7657.9,7678.1,325.6082
803,1528513200,7678.0,7678.1,7659.32,7663.6,56.57206000000001
804,1528516800,7663.6,7671.5,7654.9,7658.1,137.28117
805,1528520400,7658.2,7665.8,7658.0,7662.4,28.36542
806,1528524000,7662.5,7680.4,7662.5,7669.5,164.8105
807,1528527600,7669.6,7669.6,7655.3,7655.3,125.0726
808,1528531200,7655.3,7655.3,7630.0,7630.0,214.6895
809,1528534800,7630.0,7646.7,7630.0,7639.9,257.5733
810,1528538400,7639.9,7660.04,7639.9,7654.0,127.22059999999999
811,1528542000,7654.0,7654.04,7640.0,7640.0,77.6671
812,1528545600,7640.0,7650.0,7593.2,7608.5,603.3462
813,1528549200,7608.6,7610.9,7570.47,7593.4,757.9927
814,1528552800,7593.4,7606.01,7590.0,7597.2,152.0231
815,1528556400,7597.2,7629.5,7597.2,7620.6,175.3617
816,1528560000,7620.9,7620.9,7580.0,7587.6,235.71439999999996
817,1528563600,7587.7,7604.5,7575.0,7596.6,189.4392
818,1528567200,7596.6,7608.4,7589.1,7608.3,72.61578
819,1528570800,7608.3,7622.9,7607.6,7613.9,172.37799
820,1528574400,7614.0,7637.6,7613.9,7634.2,106.49967
821,1528578000,7634.2,7634.3,7621.0,7621.1,196.0035
822,1528581600,7621.1,7621.1,7575.2,7604.8,265.6952
823,1528585200,7605.8,7614.8,7450.0,7498.5,2367.9804
824,1528588800,7498.5,7498.6,7266.4,7270.1,6236.744
825,1528592400,7270.1,7384.8,7270.0,7322.1,2791.8909999999996
826,1528596000,7322.1,7330.8,7281.0,7319.4,569.132
827,1528599600,7319.4,7323.1,7267.0,7277.0,833.3415
828,1528603200,7277.0,7316.4,7275.2,7282.6,625.0058999999999
829,1528606800,7282.6,7309.7,7278.0,7303.0,709.6524000000001
830,1528610400,7303.0,7316.0,7296.1,7306.2,264.79229999999995
831,1528614000,7306.1,7306.2,7175.0,7194.2,2896.791
832,1528617600,7194.3,7260.4,7175.9,7212.7,2444.724
833,1528621200,7212.8,7245.1,7211.0,7232.2,694.5039999999999
834,1528624800,7232.0,7235.0,7205.0,7234.3,414.01680000000005
835,1528628400,7234.2,7247.7,7221.8,7235.9,495.45849999999996
836,1528632000,7236.0,7253.2,7219.1,7227.9,326.09310000000005
837,1528635600,7228.8,7278.9,7175.0,7267.8,988.6759999999999
838,1528639200,7267.9,7268.0,7227.7,7228.4,233.19150000000002
839,1528642800,7228.4,7248.0,7209.8,7226.9,323.6826
840,1528646400,7226.9,7236.7,7187.4,7191.8,659.2420000000001
841,1528650000,7191.82,7202.3,6700.0,6738.1,14050.68
842,1528653600,6734.8,6786.1,6630.0,6739.5,6336.5560000000005
843,1528657200,6739.5,6844.9,6703.0,6825.5,4184.844
844,1528660800,6825.5,6826.6,6618.9,6702.7,5341.784000000001
845,1528664400,6702.7,6763.7,6675.0,6723.5,2434.892
846,1528668000,6723.49,6742.1,6655.0,6669.8,2298.949
847,1528671600,6669.8,6768.4,6665.9,6758.0,1668.236
848,1528675200,6757.9,6758.0,6705.3,6714.4,857.191
849,1528678800,6714.5,6752.7,6689.4,6752.2,1403.923
850,1528682400,6752.4,6807.3,6741.7,6772.1,1173.161
851,1528686000,6772.0,6784.6,6736.8,6763.2,629.0115000000001
852,1528689600,6763.3,6789.4,6737.8,6772.1,495.9786
853,1528693200,6772.1,6778.27,6719.3,6734.1,595.1135
854,1528696800,6734.0,6757.2,6713.7,6734.8,339.8109
855,1528700400,6734.8,6750.4,6631.0,6632.6,1145.4292
856,1528704000,6632.6,6821.1,6629.7,6783.0,1992.111
857,1528707600,6782.3,6803.0,6754.8,6762.0,512.2036
858,1528711200,6762.1,6768.5,6723.0,6758.9,598.4035
859,1528714800,6759.0,6780.0,6740.4,6778.2,504.3589
860,1528718400,6778.3,6786.6,6724.0,6764.1,913.0510000000002
861,1528722000,6761.5,6766.3,6741.3,6743.9,518.8905
862,1528725600,6743.84,6751.0,6671.2,6707.3,1361.3269999999998
863,1528729200,6707.3,6720.9,6636.7,6692.7,1664.5710000000001
864,1528732800,6692.7,6746.9,6692.2,6728.0,1087.733
865,1528736400,6728.1,6741.47,6713.0,6713.5,305.8234
866,1528740000,6713.6,6774.7,6675.0,6744.7,1438.7846
867,1528743600,6744.7,6800.3,6732.1,6756.0,1595.8199
868,1528747200,6756.0,6761.0,6723.2,6753.4,612.5894
869,1528750800,6753.4,6770.2,6748.8,6767.1,279.1494
870,1528754400,6767.1,6790.9,6745.0,6783.2,387.6789
871,1528758000,6783.2,6899.0,6775.0,6873.3,1965.6233000000002
872,1528761600,6873.4,6873.4,6826.7,6842.8,764.825
873,1528765200,6842.9,6849.7,6825.0,6847.0,782.2031
874,1528768800,6847.0,6865.4,6833.1,6856.3,727.484
875,1528772400,6856.2,6859.1,6784.1,6811.4,1118.4728
876,1528776000,6811.5,6846.0,6804.7,6815.7,483.2865
877,1528779600,6815.8,6840.1,6814.0,6831.7,250.7248
878,1528783200,6831.7,6835.0,6827.1,6832.0,274.0117
879,1528786800,6832.1,6852.3,6812.0,6825.8,762.1892999999999
880,1528790400,6826.0,6868.6,6796.5,6846.5,1299.726
881,1528794000,6845.72,6850.0,6840.3,6842.1,404.0104
882,1528797600,6842.1,6844.0,6823.5,6836.4,335.6325
883,1528801200,6836.4,6845.1,6801.6,6827.2,661.7808
884,1528804800,6827.1,6834.3,6683.18,6722.4,1470.7251999999999
885,1528808400,6722.4,6743.8,6698.2,6732.8,1914.334
886,1528812000,6732.8,6778.7,6711.1,6752.0,709.357
887,1528815600,6752.1,6754.9,6735.3,6752.8,231.1429
888,1528819200,6752.82,6760.0,6667.0,6729.1,1717.7289999999998
889,1528822800,6729.1,6746.3,6710.0,6720.4,626.7148000000001
890,1528826400,6720.4,6724.8,6661.2,6684.2,1708.41
891,1528830000,6684.1,6684.2,6436.1,6498.5,8669.326
892,1528833600,6498.6,6577.0,6484.1,6522.34,2336.0499999999997
893,1528837200,6525.0,6550.0,6484.25,6531.8,1689.0949999999998
894,1528840800,6531.7,6559.7,6520.1,6528.5,567.6993
895,1528844400,6528.5,6572.3,6480.0,6543.9,2503.392
896,1528848000,6543.9,6570.2,6535.0,6543.9,719.308
897,1528851600,6544.0,6557.7,6536.91,6542.7,268.6567
898,1528855200,6543.5,6570.0,6543.5,6554.4,239.0465
899,1528858800,6554.3,6554.5,6530.1,6550.1,461.0037
900,1528862400,6550.1,6588.5,6517.45,6584.9,846.0690000000001
901,1528866000,6585.0,6611.7,6552.7,6570.2,1206.9163
902,1528869600,6570.1,6578.5,6563.1,6570.0,513.2718
903,1528873200,6569.9,6578.6,6533.7,6544.0,625.484
904,1528876800,6544.1,6562.6,6500.0,6522.7,1267.642
905,1528880400,6522.7,6536.2,6370.0,6400.4,4227.353
906,1528884000,6400.4,6478.4,6400.4,6431.7,1490.9320000000002
907,1528887600,6432.5,6464.42,6415.0,6447.37,1289.094
908,1528891200,6447.3,6491.2,6416.1,6456.3,2516.347
909,1528894800,6456.4,6484.8,6439.03,6454.6,568.101
910,1528898400,6454.5,6454.6,6405.1,6429.9,987.114
911,1528902000,6429.9,6460.0,6337.0,6375.1,2073.728
912,1528905600,6375.0,6408.2,6107.88,6277.0,15872.567000000001
913,1528909200,6277.0,6328.0,6226.7,6313.0,2248.558
914,1528912800,6318.0,6368.8,6308.0,6321.9,1705.654
